FONTE,TIPO,ID,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES,NATUREZA,EDITORA
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,"Levantamento Florístico Preliminar da Vegetação Arbóreo-Arbustiva em Floresta Ombrófila Mista presente no Município de Campestre da Serra, RS",2009,Português,Anais do XVII Encontro de Jovens pesquisadores da universidade de Caxias do Sul,Caxias do Sul,2009.0,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'Pasini, E. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Planos Ambientais dos Municípios que compõem o COREDE-SERRA,2009,Português,XVII Encontro de Jovens Pesquisadores da Universidade de Caxias do Sul,Caxias do Sul,2009.0,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'Tonet, E. M. and', 'FINOTTI, Alexandra Rodrigues and', 'SCHMITZ, Daniel and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Zoneamento Ambiental como ferramenta de apoio à decisão no planejamento ambiental,2009,Português,XVII Encontro de Jovens Pesquisadores da Universidade de Caxias do Sul,Caxias do Sul,2009.0,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'CEMIN, Gisele and', 'Ramos, F. L. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Projeto Planos Ambientais da Bacia Hidrográfica Taquari-Antas,2009,Português,XVII Encontro de Jovens Pesquisadores da UCS,Caxias do Sul,2009.0,"['Bagatini, M. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'GRACIOLI, Odacir Deonísio and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Criação da Rede de Monitoramento da Qualidade da Água COREDE SERRA,2009,Português,XVII Encontro de Jovens Pesquisadores da UCS,Caxias do Sul,2009.0,"['Claus, M. V. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Análise de Poços Tubulares em Municípios do RS,2009,Português,XVII Encontro de Jovens Pesquisadores da UCS,Caxias do Sul,2009.0,"['Bortolin, T. A. and', 'REGINATTO, Pedro Antônio Roehe and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Otimização do Desempenho Ambiental no Processo Produtivo de uma Indústria Moveleira do Município de São Marcos/RS-Brasil,2009,Português,XVII Encontro de Jovens Pesquisadores da UCS,Caxias do Sul,2009.0,"['CASAGRANDE, V. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'NEHME, Marcelo Carlotto and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação da Capacidade de Depuração do Arroio Tega,2009,Português,XVII Encontro de Jovens Pesquisadores da UCS,CCaxias do Sul,2009.0,"['Carra. S. H. Z. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Perspectivas para consolidação da rede de catadores e centrais de triagem de Caxias do Sul,2009,Português,Anais do Seminário,Caxias do Sul,2009.0,"['POLETTO, Matheus and', 'MORI, Paulo Rogério de and', 'ZATTERA, Ademir José and', 'SCHNEIDER, V. E. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Aplicação de técnicas de biomanipulação para recuperação de um lago eutrofizado,2009,Português,XII Congresso Brasileiro de Limnologia,Gramado,2009.0,"['Bortolin, T. A. and', 'SCHNEIDER, V. E. and', 'Carra. S. H. Z. and', 'FINKLER, Raquel and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Gerenciamento de resíduos de serviços de saúde em um ambulatório: Histórico das ações e planejamento de intervenção,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,Caxias do Sul,2009.0,"['SCHNEIDER, V. E. and', 'FINKLER, Raquel and', 'PERESIN, D. and', 'CARRA, D. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação da geração de metano no aterro sanitário de São Giácomo pelo Método do Decaimento de Primeira Ordem,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,ca,2009.0,"['SCHNEIDER, V. E. and', 'PANAROTTO, Cláudia Teixeira and', 'MANDELLI, S. M. C. and', 'PERESIN, D. and', ""SILVA, Mauricio D'agostini and"", 'Tonet, E. M. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Central de Triagem Vida Nova: Aplicação de metodologia de pesquisa-ação,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,Caxias do Sul,2009.0,"['TONETTA, B. and', 'MORI, Paulo Rogério de and', 'SCHNEIDER, V. E. and', 'POLETTO, Matheus and', 'ZATTERA, Ademir José and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Composição física e gravimétrica de resíduos sólidos domésticos ? Uma análise dos métodos utilizados no Brasil,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,Caxias do Sul,2009.0,"['PERESIN, D. and', 'SCHNEIDER, V. E. and', 'TEIXEIRA, C. E. and', 'POLETTO, Matheus and', 'FINKLER, Raquel and', 'Tonet, E. M. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Processo produtivo nas centrais de triagem de RSU,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,Caxias do Sul,2009.0,"['PIVA, G. and', 'MORI, Paulo Rogério de and', 'SCHNEIDER, V. E. and', 'POLETTO, Matheus and', 'ZATTERA, Ademir José and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Resíduo Sólido ? Corpo humano: Uma análise ambiental da cremação e sepultamento,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,Caxias do Sul,2009.0,"['SCHNEIDER, V. E. and', 'Carra. S. H. Z. and', 'CASAGRANDE, V. and', 'FONTANELLA, A. C. and', 'Ramos, F. L. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Resíduos sólidos do setor moveleiro do Rio Grande do Sul,2009,Português,III Seminário Regional Sul de Resíduos Sólidos,Caxias do Sul,2009.0,"['SCHNEIDER, V. E. and', 'CASAGRANDE, V. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Capacitação de gestores em saneamento ambiental:A experiência do NUCASUL/RECESA na modalidade EAD,2009,Português,25 Congresso Brasileiro de Engenharia Sanitária e Ambiental,Recife,2009.0,"['FINOTTI, Alexandra Rodrigues and', 'SCHNEIDER, V. E. and', 'CAGLIARI, Joice and', 'Tonet, E. M. and', 'TEIXEIRA, C. E. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Desenvolvimento de um programa web como ferramenta para o cálculo de IQA,2009,Português,25 Congresso Brasileiro de Engenharia Sanitária e Ambiental,Recife,2009.0,"['SCHNEIDER, V. E. and', 'FINOTTI, Alexandra Rodrigues and', 'BIGOLIN, Marcio. and', 'Bortolin, T. A. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Caracterização da fração orgânica putrescível de resíduos sólidos urbanos,2009,Português,25 Congresso Brasileiro de Engenharia Sanitária e Ambiental,Recife,2009.0,"['TEIXEIRA, C. E. and', 'SCHNEIDER, V. E. and', 'PERESIN, D. and', 'FINKLER, Raquel and', ""SILVA, Mauricio D'agostini and""]",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Destinação de resíduos a coleta regular - Uma análise no Município de Caxias do Sul,2009,Português,25 Congresso Brasileiro de Engenharia Sanitária e Ambiental,Recife,2009.0,"['SCHNEIDER, V. E. and', 'PERESIN, D. and', 'POLETTO, Matheus and', 'CONTO, Suzana Maria de and', 'CAGLIARI, Joice and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema de coleta e tratamento integrado de efluentes de suinocultura com geração de créditos de carbono e biogás no Município de Santa Teresa/RS,2009,Português,25 Congresso Brasileiro de Engenharia Sanitária e Ambiental,Recife,2009.0,"['Pinotti, C. and', 'GIMENEZ, J. R. and', 'SCHNEIDER, V. E. and', ""SILVA, Mauricio D'agostini and""]",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Utilização de estratégias de biomanipulação na recuperação de um lago eutrofizado,2009,Português,25 Congresso Brasileiro de Engenharia Sanitária e Ambiental,Recife,2009.0,"['SCHNEIDER, V. E. and', 'FINKLER, Raquel and', 'Bortolin, T. A. and', 'Carra. S. H. Z. and', 'Claus, M. V. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Planos Ambientais da Bacia Hidrográfica Taquari-Antas,2009,Português,VII Encontro de Jovens Pesquisadores da Universidade de Caxias do Sul - Resumos dos trabalhos,Caxias do Sul - RS,2009.0,"['Bagatini, M. and', 'BIGOLIN, Marcio. and', 'Schneider, Vania Elisabete and', 'GRACIOLI, Odacir Deonísio and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,A Saúde do Trabalhador e sua Relação com o Gerenciamento de Resíduos em Unidades de Assistência e ensino em Saúde,2010,Português,Anais do 62 Congresso Brasileiro de Enfermagem,Florianópolis,2010.0,"['STÉDILLE, Nilva Lúcia Rech and', 'SCHNEIDER, V. E. and', 'FINKLER, Raquel and', 'PERESIN, D. and', 'MALDOTTI, A. C. S. and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Geração Automatizada de Gráficos para Avaliação de dados de Qualidade da Água,2010,Português,Anais,Caxias do Sul,2010.0,"['PAGNO, A. L. and', 'GRACIOLI, Odacir Deonísio and', 'SCHNEIDER, V. E. and', 'BIGOLIN, Marcio. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação das Ações Impactantes no Município de Muitos Capões,2010,Português,Anais,Caxias do Sul,2010.0,"['CASTILHOS, C. A. and', 'SCHNEIDER, V. E. and', 'PERESIN, D. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Análise da Adequação Legislativa dos Municípios que Compõe o COREDE SERRA com vistas ao Licenciamento Ambiental Local,2010,Português,Anais,Caxias do Sul,2010.0,"['PANIZZI, C. and', 'SCHNEIDER, V. E. and', 'GRAEF, R. E. N. and', 'FILHO, A. G. B. and', 'CASAGRANDE, V. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Análise das Ações Causadoras de Impacto ao Meio Ambiente no Município de Guabiju-RS,2010,Português,Anais,Caxias do Sul,2010.0,"['Fetter, D. S. and', 'SCHNEIDER, V. E. and', 'PERESIN, D. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Gerenciamento de resíduos químicos produzidos em serviços de saúde ? estudo de caso: Ambulatório Central ? UCS,2010,Português,Anais,Caxias do Sul,2010.0,"['SOARES, E. H. and', 'SCHNEIDER, V. E. and', 'STÉDILLE, Nilva Lúcia Rech and', 'MALDOTTI, A. C. S. and', 'BRUSTOLIN, I. and', 'FINKLER, Raquel and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação dos Sistemas de Gerenciamento de Resíduos Sólidos em Municípios da Serra com vistas a Disposição em Aterro Regional,2010,Português,Anais,Caxias do Sul,2010.0,"['Tonet, E. M. and', 'SCHNEIDER, V. E. and', ""SILVA, Mauricio D'agostini and"", 'PERESIN, D. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação dos Conflitos Ambientais em Áreas de Preservação Permanente: Estudo de Caso do Município de Guabijú,2010,Português,Anais,Caxias do Sul,2010.0,"['Ramos, F. L. and', 'SCHNEIDER, V. E. and', 'CEMIN, Gisele and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema para a classificação do recurso hídrico segundo resolução CONAMA/357 de 2005,2010,Português,Anais,Caxias do Sul,2010.0,"['BELTRAME, L. P. and', 'SCHNEIDER, V. E. and', 'GRACIOLI, Odacir Deonísio and', 'BIGOLIN, Marcio. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema para avaliação da qualidade de dados de parâmetros físico-químicos da água,2010,Português,ANAIS,Caxias do Sul,2010.0,"['BIGOLIN, Marcio. and', 'SCHNEIDER, V. E. and', 'GRACIOLI, Odacir Deonísio and', 'RIBEIRO, H. G. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação preliminar da presença de BTEX em amostras de águas superficiais de corpos hídricos urbanos,2010,Português,ANAIS 14 ENaSB - SILUBESA,Porto - Portugal,2010.0,"['ADAMATTI, D. and', 'GIOVANELA, M. and', 'SCHNEIDER, V. E. and', 'GRASSI, M. T. and', 'FERNANDES, A. N. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Determinação de espécies metálicas em amostras de águas superficiais de rios urbanos,2010,Português,ANAIS 14 ENaSB - SILUBESA,Porto - Portugal,2010.0,"['ADAMATTI, D. and', 'CAMPOS, M. S. and', 'GIOVANELA, M. and', 'SCHNEIDER, V. E. and', 'GRASSI, M. T. and', 'FERNANDES, A. N. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação preliminar da presença de BTEX em amostras de águas superficiais de corpos hídricos urbanos,2010,Português,ANAIS 14 ENaSB - SILUBESA - Resumos,Porto - Portugal,2010.0,"['ADAMATTI, D. and', 'GIOVANELA, M. and', 'SCHNEIDER, V. E. and', 'GRASSI, M. T. and', 'FERNANDES, A. N. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Determinação de espécies metálicas em amostras de águas superficiais de rios urbanos,2010,Português,ANAIS 14 ENaSB - SILUBESA - Resumos,Porto - Portugal,2010.0,"['ADAMATTI, D. and', 'CAMPOS, M. S. and', 'GIOVANELA, M. and', 'SCHNEIDER, V. E. and', 'GRASSI, M. T. and', 'FERNANDES, A. N. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema de informações para programas de monitoramento ambiental de hidrelétricas da bacia hidrográfica Taquari - Antas,2010,Português,ANAIS 14 ENaSB - SILUBESA - Resumos,Porto - Portugal,2010.0,"['SCHNEIDER, V. E. and', 'BIGOLIN, Marcio. and', 'Bortolin, T. A. and', 'GRACIOLI, Odacir Deonísio and', 'RIBEIRO, H. G. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema de informações para programas de monitoramento ambiental de hidrelétricas da bacia hidrográfica Taquari - Antas,2010,Português,ANAIS 14 ENaSB - SILUBESA,Porto - Portugal,2010.0,"['SCHNEIDER, V. E. and', 'BIGOLIN, Marcio. and', 'Bortolin, T. A. and', 'GRACIOLI, Odacir Deonísio and', 'RIBEIRO, H. G. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Definição de indicadores de desempenho para um Plano de Gerenciamento De Resíduos: estudo de caso ? Ambulatório Central,2010,Português,Anais do X Simpósio Ítalo-Brasileiro de Engenharia Sanitária e Ambiental,Maceió,2010.0,"['FINKLER, Raquel and', 'PERESIN, D. and', 'SCHNEIDER, V. E. and', 'STÉDILLE, Nilva Lúcia Rech and', 'CARRA, D. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema de Informação aplicado ao monitoramento de lagos e reservatórios,2010,Português,Anais do Simpósio Intalo-Brasileiro de Engenharia Sanitária e Ambiental,Maceió - AL,2010.0,"['BIGOLIN, Marcio. and', 'Bortolin, T. A. and', 'SCHNEIDER, V. E. and', 'NASCIMENTO, R. M. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Zoneamento Ambiental como ferramenta de apoio à decisão no planejamento ambiental,2010,Português,Anais do X Simpósio Ítalo-Brasileiro de Engenharia Sanitária e Ambiental,Maceió - AL,2010.0,"['CEMIN, Gisele and', 'SCHNEIDER, V. E. and', 'Ramos, F. L. and', 'MORI, Paulo Rogério de and', 'FINOTTI, A. R. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Metodologia de elaboração dos Planos Ambientais dos municípios do COREDE-Serra/ RS,2010,Português,Anais do X Simpósio Ítalo-Brasileiro de Engenharia Sanitária e Ambiental,Maceió - AL,2010.0,"['SCHNEIDER, V. E. and', 'PERESIN, D. and', 'Carra. S. H. Z. and', 'Tonet, E. M. and', 'CASAGRANDE, V. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,O cuidado e suas relações com o gerenciamento de resíduos em unidade de assistência e ensino em saúde,2010,Português,Anais do X Congresso Nacional de Iniciação Científica - CONIC,São Paulo,2010.0,"['MALDOTTI, A. C. S. and', 'STÉDILLE, Nilva Lúcia Rech and', 'FINKLER, Raquel and', 'SCHNEIDER, V. E. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Waste Management of Health at the University of Caxias do Sul (UCS),2010,Inglês,Anais do Fórum Internacional A Sustentabilidade no Século XXI,Pelotas,2010.0,"['SCHNEIDER, V. E. and', 'STÉDILLE, Nilva Lúcia Rech and', 'FINKLER, Raquel and', 'PERESIN, D. and', 'BRUSTOLIN, I. and', 'MALDOTTI, A. C. S. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Waste Management Program at the Universidade de Caxias do Sul,2010,Inglês,Anais do Fórum Internacional: A Sustentabilidade no Século XXI,Pelotas,2010.0,"['CONTO, Suzana Maria de and', 'BRUSTOLIN, I. and', 'SCHNEIDER, V. E. and', 'BEAL, Lademir Luiz and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Environmental Basics: A Hands on course in Environmental Engineering,2011,Inglês,Proceedings of the Tehth International Workshop on Active Learning in Engineering Education - ALE 2011,Santiago,2011.0,"['SCHNEIDER, V. E. and', 'GIMENEZ, J. R. and']",RESUMO_EXPANDIDO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Qualidade das águas subterrâneas de diferentes aquíferos associados à formação Serra Geral na Região Nordeste do Estado do Rio Grande do Sul,2010,Português,Qualidade das águas subterrâneas de diferentes aquíferos associados à formação Serra Geral na Região Nordeste do Estado do Rio Grande do Sul,São Luiz - Ma,2010.0,"['REGINATTO, Pedro Antônio Roehe and', 'AHLERT, S. and', 'FINOTTI, A. R. and', 'SCHNEIDER, V. E. and', 'GILIOLI, K. C. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Considerações sobre a coleta porta-aporta e coleta conteinerizada em Município da Serra Gaúcha,2010,Português,"Anais do XXXII Congresso Interamericano de Ingenieria Sanitária y Ambiental, AIDIS",Punta Cana,2010.0,"['SCHNEIDER, V. E. and', 'PERESIN, D. and', 'POLETTO, Matheus and', 'NAVAJAS, R. R. G. and', 'MORI, Paulo Rogério de and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação da qualidade da água de um lago eutrofizado utilizando análise multivariada,2010,Português,XXXII Congresso Interamericano de Ingenieria Sanitária y Ambiental - AIDIS,Punta Cana,2010.0,"['SCHNEIDER, V. E. and', 'Bortolin, T. A. and', 'FINKLER, Raquel and', 'BIGOLIN, Marcio. and', 'CARRA, S. H. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação do potencial de geração de resíduo sólido urbano nos Municípios da Região da Serra Gaúcha,2010,Português,"XXXII Congresso Interamericano de Ingenieria Sanitária y Ambiental, AIDIS",Punta Cana,2010.0,"[""SILVA, Mauricio D'agostini and"", 'SCHNEIDER, V. E. and', 'FINKLER, Raquel and', 'PERESIN, D. and', 'Tonet, E. M. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação da presença de espécies metálicas biodisponíveis em sedimentos de duas bacias hidrográficas gaúchas,2010,Português,IX Encontro Nacional de Engenharia de Sedimentos,Brasília,2010.0,"['ANTUNES, M. and', 'ADAMATTI, D. and', 'SCHNEIDER, V. E. and', 'GIOVANELA, M. and', 'FERNANDES, A. N. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Qualidade das Águas de Recursos Hídricos de Bacias Urbanas - Estudo de Caso do Rio Tegas (RS),2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['Bortolin, T. A. and', 'FERNANDES, A. N. and', 'SCHNEIDER, V. E. and', 'GIOVANELA, M. and', 'CARRA, S. H. and', 'Carra. S. H. Z. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Impactos da atividade suinícola na bacia do Arroio Lajeado Tacongava - União da Serra/RS,2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['Bortolin, T. A. and', 'SCHNEIDER, V. E. and', ""SILVA, Mauricio D'agostini and"", 'CEMIN, Gisele and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistema de Informação aplicado ao monitoramento de Recursos Hídricos.,2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['BIGOLIN, Marcio. and', 'Bortolin, T. A. and', 'PAGNO, A. L. and', 'SCHNEIDER, V. E. and', 'GRACIOLI, Odacir Deonísio and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Proposta de metodologia para elaboração dos Planos Ambientais dos Municípios do Corede-Serra/RS,2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['SCHNEIDER, V. E. and', 'PERESIN, D. and', 'Carra. S. H. Z. and', 'Tonet, E. M. and', 'CASAGRANDE, V. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Sistemas de Informação Geográfica (SIG?s) como ferramenta para o planejamento ambiental municipal,2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['SCHNEIDER, V. E. and', 'CEMIN, Gisele and', 'Ramos, F. L. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,SIA - Sistema de Informação Ambiental na Catalogação de Flora dos municípios componentes do COREDE-SERRA,2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['SCHNEIDER, V. E. and', 'Fetter, D. S. and', 'Pasini, E. and', 'BIGOLIN, Marcio. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Conflitos ambientais de uso e ocupação do solo nos Campos de cima da Serra,2010,Português,2º Congresso Internacional de Tecnologias para o Meio Ambiente,Bento Gonçalves,2010.0,"['SCHNEIDER, V. E. and', 'CAGLIARI, Joice and', 'CASTILHOS, C. A. and', 'GRAEF, R. E. N. and', 'Pasini, E. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Uso de Agroquímicos nos Municípios de São josé dos Ausentes e Capão Bonito do Sul: Potencial Impacto sobre os Recursos Hídricos e a Saúde Pública,2011,Português,Anais do 26º Congresso Brasileiro de Engenharia Sanitária e Ambiental,Porto Alegre,2011.0,"['GRAEF, R. E. N. and', 'SCHNEIDER, V. E. and', 'CEMIN, Gisele and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Arquitetura e Urbanismo nos Planos Ambientais: Estudo Comparativo nos Municípios de São Jorge e Guabiju,2010,Português,Anais do XVIII Encontro de Jovens Pesquisadores,Caxias do Sul,2010.0,"['POLEZE, V. V. and', 'MORI, Paulo Rogério de and', 'SCHNEIDER, V. E. and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Avaliação do conhecimento profissional como base para definições quanto ao Gerenciamento de Resíduos em Unidades de assistência e ensino em saúde da Universidade de Caxias do Sul,2010,Português,Anais do xviii Encontro de Jovens Pesquisadores da Universidade de Caxias do Sul,Caxias do Sul,2010.0,"['MALDOTTI, A. C. S. and', 'PERESIN, D. and', 'SCHNEIDER, V. E. and', 'FINKLER, Raquel and', 'STÉDILLE, Nilva Lúcia Rech and']",RESUMO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Segregação de resíduos em um ambulatório de ensino,2011,Português,26º Congresso Brasileiro de Engenharia Sanitária e Ambiental,Porto Alegre,2011.0,"['SCHNEIDER, V. E. and', 'STÉDILLE, Nilva Lúcia Rech and', 'FINKLER, Raquel and', 'MALDOTTI, A. C. S. and']",COMPLETO,
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,,Geração de resíduos poliméricos e de resíduos de madeira no município de Caxias do Sul e as perspectivas de aproveitamento,2011,Português,26º Congresso Brasileiro de Engenharia Sanitária e Ambiental,Porto Alegre,2011.0,"['POLETTO, Matheus and', 'SCHNEIDER, V. E. and', 'ZATTERA, Ademir José and', 'SANTANA, R. M. C. and']",COMPLETO,
